Gate_ID,Material,Location,Height (ft),Width (ft),Opening_Mechanism,Security_Features,Use_Case,Budget,Climate_Suitability,Parking_Space,Cable_Layout,Storage_Space
266,Wood,Outdoor,5.2,4.9,Sliding,Standard Lock,Residential,Low,Humid,Yes,Overhead,None
267,Composite,Indoor,7.4,13.1,Sliding,Standard Lock,Commercial,Low,Hot,Yes,Overhead,Small
268,Composite,Outdoor,7.0,9.0,Swinging,Reinforced,Residential,Low,All,No,Underground,Large
269,Glass,Outdoor,6.6,10.9,Swinging,Standard Lock,Commercial,High,All,Yes,Underground,Medium
270,Glass,Outdoor,7.3,8.6,Automatic,Reinforced,Commercial,High,All,No,Underground,Large
271,Wood,Indoor,6.9,9.9,Folding,Reinforced,Residential,High,All,No,None,None
272,Composite,Indoor,7.2,17.0,Swinging,Simple Latch,Commercial,Medium,Humid,No,Underground,Medium
273,Composite,Outdoor,9.9,13.1,Swinging,Simple Latch,Residential,Low,Cold,Yes,None,None
274,Composite,Outdoor,5.4,20.0,Swinging,Advanced Lock,Commercial,Low,Humid,Yes,None,Medium
275,Metal,Outdoor,9.6,16.4,Folding,Reinforced,Residential,High,All,No,None,Small
276,Composite,Indoor,7.4,7.7,Automatic,Simple Latch,Commercial,High,Cold,Yes,Underground,Large
277,Metal,Indoor,8.1,7.5,Folding,Simple Latch,Commercial,Low,Hot,No,Underground,Large
278,Wood,Indoor,9.2,8.7,Sliding,Simple Latch,Industrial,High,Hot,No,Underground,Medium
279,Metal,Outdoor,6.8,17.3,Automatic,Standard Lock,Residential,Medium,Humid,Yes,None,None
280,Wood,Outdoor,7.2,3.5,Sliding,Simple Latch,Commercial,Medium,Hot,Yes,None,None
281,Composite,Outdoor,7.0,6.9,Swinging,Standard Lock,Industrial,Medium,All,No,Overhead,Medium
282,Composite,Outdoor,6.9,18.4,Folding,Simple Latch,Residential,Low,Cold,No,Overhead,Large
283,Wood,Outdoor,9.6,13.9,Sliding,Standard Lock,Commercial,High,Cold,Yes,None,Medium
284,Glass,Indoor,9.1,6.9,Automatic,Standard Lock,Commercial,Medium,Humid,No,Overhead,Small
285,Wood,Outdoor,5.5,6.7,Sliding,Simple Latch,Commercial,Medium,Cold,Yes,None,Large
286,Glass,Outdoor,5.5,17.7,Sliding,Reinforced,Residential,Medium,Hot,No,Overhead,None
287,Metal,Outdoor,7.1,18.2,Swinging,Advanced Lock,Industrial,Medium,Humid,No,None,Small
288,Metal,Indoor,5.5,7.4,Sliding,Advanced Lock,Commercial,Medium,All,No,Overhead,Small
289,Metal,Outdoor,8.1,10.1,Sliding,Reinforced,Industrial,High,Humid,No,None,Large
290,Composite,Indoor,5.7,17.2,Swinging,Simple Latch,Residential,Medium,Hot,No,Underground,None
291,Metal,Indoor,7.6,16.1,Automatic,Reinforced,Residential,Medium,Hot,No,Overhead,Large
292,Glass,Indoor,5.0,16.8,Swinging,Simple Latch,Commercial,Medium,Hot,No,None,Medium
293,Metal,Indoor,6.6,11.8,Sliding,Simple Latch,Commercial,Low,Humid,Yes,Underground,Small
294,Wood,Indoor,8.4,18.5,Folding,Simple Latch,Commercial,High,Humid,No,None,Large
295,Wood,Outdoor,7.4,8.5,Swinging,Simple Latch,Industrial,Medium,Cold,Yes,Underground,Large
296,Composite,Outdoor,9.9,5.7,Swinging,Simple Latch,Industrial,High,Humid,No,None,Small
297,Wood,Indoor,9.4,15.0,Sliding,Reinforced,Commercial,Medium,All,No,None,Medium
298,Glass,Indoor,6.8,12.2,Folding,Reinforced,Residential,Low,Humid,No,None,None
299,Metal,Indoor,5.2,17.5,Automatic,Advanced Lock,Residential,Low,Cold,No,Overhead,Large
300,Composite,Outdoor,9.2,4.4,Folding,Simple Latch,Commercial,Low,All,Yes,Underground,Small
301,Metal,Outdoor,9.6,17.3,Swinging,Reinforced,Industrial,Low,All,Yes,Underground,Small
302,Metal,Indoor,9.1,8.0,Folding,Reinforced,Residential,Medium,Humid,No,Underground,Medium
303,Glass,Outdoor,5.6,14.1,Automatic,Simple Latch,Industrial,High,Cold,Yes,Overhead,Large
304,Wood,Outdoor,10.0,3.7,Folding,Simple Latch,Commercial,Medium,Cold,Yes,Overhead,Small
305,Wood,Indoor,6.3,13.4,Folding,Reinforced,Industrial,Low,All,Yes,Underground,Medium
306,Metal,Indoor,8.6,15.2,Folding,Simple Latch,Industrial,Low,All,No,Overhead,Large
307,Composite,Outdoor,9.5,9.3,Swinging,Standard Lock,Industrial,Medium,Cold,No,Overhead,None
308,Wood,Outdoor,6.2,6.7,Sliding,Reinforced,Residential,Medium,Hot,Yes,Underground,None
309,Composite,Outdoor,9.5,12.1,Sliding,Advanced Lock,Industrial,High,Hot,No,None,Large
310,Wood,Indoor,6.5,17.2,Folding,Simple Latch,Industrial,High,Humid,No,None,Large
311,Composite,Indoor,9.9,8.5,Swinging,Standard Lock,Industrial,High,Cold,No,Underground,Large
312,Glass,Indoor,6.4,7.3,Swinging,Advanced Lock,Commercial,High,All,Yes,Overhead,Large
313,Composite,Outdoor,9.8,7.7,Swinging,Advanced Lock,Industrial,Low,Hot,Yes,Overhead,Medium
314,Glass,Outdoor,5.3,19.1,Sliding,Advanced Lock,Industrial,Low,All,Yes,Underground,Small
315,Glass,Indoor,8.5,9.1,Swinging,Simple Latch,Residential,High,All,No,Underground,Medium
316,Composite,Outdoor,7.7,3.1,Folding,Advanced Lock,Commercial,High,Cold,No,Underground,Small
317,Glass,Indoor,7.4,16.3,Sliding,Reinforced,Industrial,Low,All,No,Underground,Medium
318,Metal,Outdoor,6.1,14.9,Swinging,Reinforced,Residential,Low,Cold,No,Overhead,Large
319,Glass,Indoor,8.5,5.2,Folding,Simple Latch,Residential,Low,All,No,None,Medium
320,Wood,Outdoor,6.0,19.7,Sliding,Simple Latch,Industrial,High,Hot,No,Underground,Small
321,Composite,Outdoor,7.8,13.3,Swinging,Advanced Lock,Residential,High,Cold,No,Overhead,None
322,Metal,Indoor,6.3,11.5,Automatic,Simple Latch,Residential,Low,All,No,Underground,Large
323,Composite,Indoor,9.8,9.5,Folding,Reinforced,Residential,Low,Humid,Yes,None,None
324,Wood,Indoor,5.1,18.3,Automatic,Reinforced,Residential,Medium,Humid,Yes,Underground,Small
325,Wood,Indoor,6.0,7.1,Sliding,Reinforced,Industrial,Medium,Humid,No,Overhead,Large
326,Wood,Indoor,6.2,7.9,Swinging,Simple Latch,Industrial,Low,Humid,No,Underground,Large
327,Glass,Outdoor,7.1,5.1,Folding,Reinforced,Residential,Low,Hot,No,None,Large
328,Glass,Indoor,6.2,15.9,Folding,Simple Latch,Industrial,Medium,Hot,No,Overhead,None
329,Composite,Indoor,7.5,13.1,Folding,Standard Lock,Industrial,High,Humid,No,Overhead,None
330,Composite,Indoor,9.4,13.4,Automatic,Advanced Lock,Residential,Low,All,Yes,None,Small
331,Metal,Indoor,8.6,6.7,Swinging,Standard Lock,Residential,Low,Hot,Yes,Underground,Small
332,Metal,Indoor,7.9,14.1,Swinging,Reinforced,Residential,Low,Humid,Yes,Underground,Medium
333,Composite,Outdoor,5.4,16.0,Swinging,Advanced Lock,Industrial,High,Hot,No,Overhead,Small
334,Glass,Indoor,8.5,9.1,Automatic,Reinforced,Industrial,Medium,Hot,No,None,Medium
335,Wood,Indoor,5.8,16.6,Sliding,Reinforced,Commercial,High,All,No,Overhead,None
336,Composite,Indoor,8.9,8.9,Automatic,Standard Lock,Commercial,High,All,No,Overhead,Small
337,Metal,Outdoor,6.3,15.9,Sliding,Reinforced,Residential,Low,Cold,No,None,Large
338,Glass,Outdoor,7.1,3.6,Automatic,Advanced Lock,Commercial,Low,All,Yes,None,Medium
339,Composite,Indoor,6.8,12.4,Swinging,Reinforced,Industrial,Medium,Humid,No,None,Medium
340,Composite,Indoor,9.3,19.5,Swinging,Advanced Lock,Commercial,High,Cold,Yes,Underground,Medium
341,Glass,Outdoor,5.6,19.7,Swinging,Standard Lock,Commercial,Medium,Humid,No,Overhead,None
342,Composite,Outdoor,7.8,7.8,Automatic,Simple Latch,Residential,High,All,Yes,Overhead,Medium
343,Glass,Outdoor,5.7,10.5,Folding,Reinforced,Industrial,Low,All,Yes,Underground,Small
344,Wood,Indoor,8.5,4.1,Automatic,Standard Lock,Industrial,Medium,Hot,No,None,Medium
345,Glass,Indoor,9.5,17.8,Sliding,Reinforced,Industrial,High,Humid,Yes,Underground,Large
346,Glass,Outdoor,7.2,12.7,Automatic,Advanced Lock,Industrial,Low,Cold,No,Overhead,None
347,Glass,Indoor,7.4,9.5,Sliding,Reinforced,Commercial,Low,All,Yes,Underground,None
348,Composite,Outdoor,9.6,4.9,Automatic,Simple Latch,Residential,High,Cold,Yes,Overhead,Small
349,Composite,Outdoor,7.6,19.1,Folding,Reinforced,Commercial,Low,All,No,Underground,Large
350,Glass,Outdoor,7.4,12.0,Folding,Simple Latch,Industrial,High,All,Yes,Underground,None
351,Composite,Indoor,7.9,7.8,Swinging,Simple Latch,Residential,High,Hot,Yes,Overhead,None
352,Metal,Outdoor,8.4,9.0,Folding,Reinforced,Residential,High,Cold,Yes,Overhead,None
353,Metal,Outdoor,5.5,7.6,Automatic,Standard Lock,Industrial,High,All,Yes,Underground,Small
354,Composite,Indoor,9.1,13.2,Folding,Reinforced,Industrial,Low,All,No,Underground,Small
355,Composite,Outdoor,7.2,18.8,Swinging,Simple Latch,Residential,High,Hot,No,Underground,None
356,Glass,Indoor,5.4,17.6,Automatic,Standard Lock,Industrial,High,All,Yes,Underground,Medium
357,Wood,Outdoor,8.9,10.8,Sliding,Simple Latch,Industrial,High,Hot,No,Overhead,None
358,Composite,Indoor,6.9,17.1,Automatic,Simple Latch,Industrial,Low,Hot,No,None,Large
359,Metal,Outdoor,5.5,10.2,Swinging,Reinforced,Industrial,Medium,Hot,No,Overhead,Large
360,Glass,Outdoor,8.2,7.3,Folding,Advanced Lock,Residential,High,All,No,None,None
361,Composite,Outdoor,9.4,19.7,Folding,Reinforced,Residential,Medium,Hot,No,Overhead,None
362,Metal,Outdoor,9.4,8.2,Automatic,Advanced Lock,Commercial,Medium,Cold,Yes,None,None
363,Metal,Outdoor,9.8,8.5,Sliding,Advanced Lock,Commercial,High,Cold,No,Overhead,Large
364,Wood,Indoor,9.3,19.8,Sliding,Reinforced,Residential,Medium,Cold,Yes,None,Small
365,Glass,Indoor,5.0,5.3,Sliding,Advanced Lock,Commercial,Medium,Cold,Yes,Underground,Medium
366,Glass,Outdoor,6.9,15.9,Sliding,Simple Latch,Industrial,High,Hot,Yes,Underground,Small
367,Wood,Outdoor,9.1,18.9,Automatic,Standard Lock,Industrial,Low,Humid,No,None,Medium
368,Wood,Outdoor,6.8,11.7,Folding,Reinforced,Residential,Medium,All,No,Underground,Large
369,Glass,Indoor,8.0,3.0,Sliding,Advanced Lock,Commercial,High,All,Yes,None,Large
370,Glass,Indoor,8.0,9.4,Automatic,Simple Latch,Industrial,High,Humid,Yes,None,Large
371,Composite,Outdoor,6.8,4.9,Automatic,Standard Lock,Commercial,Medium,Humid,Yes,Underground,Large
372,Composite,Indoor,9.5,10.1,Automatic,Advanced Lock,Residential,Medium,All,Yes,Underground,Small
373,Wood,Outdoor,7.5,16.4,Sliding,Advanced Lock,Residential,Medium,All,Yes,Overhead,Medium
374,Composite,Outdoor,7.3,10.5,Sliding,Simple Latch,Commercial,High,Humid,No,None,Large
375,Metal,Outdoor,10.0,10.3,Automatic,Standard Lock,Residential,High,Cold,No,Overhead,Medium
376,Composite,Indoor,7.5,12.5,Automatic,Standard Lock,Industrial,Low,Hot,Yes,None,Medium
377,Composite,Outdoor,5.9,12.9,Automatic,Simple Latch,Industrial,Low,All,No,None,None
378,Metal,Outdoor,7.6,17.6,Folding,Standard Lock,Commercial,High,All,Yes,Overhead,Small
379,Wood,Outdoor,9.1,8.2,Folding,Reinforced,Commercial,Low,All,Yes,Underground,Small
380,Metal,Indoor,8.9,17.0,Swinging,Standard Lock,Residential,Medium,Cold,No,Overhead,Small
381,Composite,Indoor,8.9,12.6,Swinging,Advanced Lock,Residential,Low,Cold,No,Underground,Small
382,Wood,Indoor,8.5,8.1,Sliding,Standard Lock,Commercial,Low,All,No,Underground,Medium
383,Composite,Outdoor,6.3,8.0,Folding,Reinforced,Residential,High,Cold,Yes,None,Large
384,Metal,Indoor,9.3,9.1,Swinging,Reinforced,Commercial,High,All,No,Overhead,Large
385,Metal,Outdoor,9.5,13.6,Automatic,Advanced Lock,Commercial,Medium,Hot,No,Overhead,Medium
386,Composite,Indoor,6.0,6.9,Automatic,Advanced Lock,Industrial,Low,Cold,Yes,Underground,Large
387,Glass,Outdoor,5.7,18.6,Sliding,Reinforced,Residential,High,Hot,No,Underground,None
388,Glass,Indoor,9.9,12.8,Sliding,Simple Latch,Commercial,High,Humid,Yes,None,Medium
389,Metal,Outdoor,9.3,18.6,Swinging,Reinforced,Industrial,High,All,Yes,None,Medium
390,Metal,Indoor,9.5,3.8,Automatic,Standard Lock,Commercial,Medium,Cold,Yes,Underground,None
391,Glass,Indoor,9.4,8.8,Sliding,Advanced Lock,Residential,Medium,Hot,No,None,None
392,Glass,Indoor,7.7,3.4,Sliding,Simple Latch,Industrial,Low,Cold,Yes,Underground,Large
393,Composite,Outdoor,8.2,7.6,Folding,Reinforced,Residential,Medium,Humid,Yes,Overhead,Small
394,Composite,Indoor,7.7,17.7,Swinging,Advanced Lock,Industrial,Low,Hot,Yes,None,Small
395,Glass,Indoor,5.3,3.6,Sliding,Standard Lock,Residential,Low,Humid,No,Overhead,None
396,Composite,Indoor,8.7,10.4,Swinging,Simple Latch,Commercial,Low,Humid,No,Underground,Large
397,Composite,Indoor,7.5,5.0,Automatic,Simple Latch,Commercial,High,Hot,Yes,None,Small
398,Wood,Outdoor,8.2,10.1,Swinging,Simple Latch,Commercial,High,Cold,Yes,Underground,None
399,Composite,Indoor,7.5,17.3,Sliding,Standard Lock,Residential,High,Hot,No,Overhead,Large
400,Metal,Outdoor,7.5,13.6,Folding,Advanced Lock,Industrial,Medium,Humid,Yes,None,Large
401,Composite,Outdoor,5.9,15.5,Swinging,Reinforced,Residential,High,All,Yes,Overhead,Large
402,Composite,Outdoor,6.4,8.9,Swinging,Advanced Lock,Commercial,Low,Hot,No,Overhead,Small
403,Glass,Outdoor,5.8,19.1,Automatic,Standard Lock,Residential,Medium,All,No,Underground,Medium
404,Metal,Indoor,6.0,15.1,Folding,Advanced Lock,Industrial,Medium,Cold,Yes,Overhead,None
405,Composite,Outdoor,9.9,10.2,Swinging,Simple Latch,Commercial,High,Hot,Yes,Overhead,None
406,Composite,Outdoor,5.8,10.2,Folding,Reinforced,Residential,High,All,Yes,Overhead,Medium
407,Wood,Outdoor,6.3,18.6,Sliding,Standard Lock,Commercial,High,Humid,Yes,Underground,Small
408,Composite,Outdoor,8.0,12.8,Folding,Simple Latch,Residential,High,Cold,Yes,Overhead,Small
409,Composite,Indoor,8.1,15.0,Sliding,Advanced Lock,Residential,Medium,All,Yes,Underground,None
410,Wood,Indoor,5.8,10.1,Automatic,Simple Latch,Commercial,Medium,Cold,No,None,Medium
411,Glass,Outdoor,9.0,6.8,Automatic,Advanced Lock,Industrial,Low,Hot,Yes,None,Medium
412,Composite,Outdoor,8.9,15.3,Automatic,Advanced Lock,Commercial,Medium,All,Yes,Underground,Medium
413,Wood,Outdoor,6.2,13.3,Sliding,Standard Lock,Industrial,Medium,Hot,No,None,Medium
414,Metal,Indoor,6.4,11.5,Swinging,Advanced Lock,Commercial,High,Hot,No,Overhead,Large
415,Glass,Indoor,9.7,13.6,Sliding,Simple Latch,Commercial,Low,Humid,Yes,Overhead,Large
416,Metal,Indoor,9.1,6.5,Folding,Standard Lock,Commercial,Medium,All,Yes,Underground,None
417,Metal,Indoor,8.5,16.5,Folding,Reinforced,Residential,High,All,No,Overhead,Medium
418,Wood,Indoor,5.4,19.1,Sliding,Standard Lock,Residential,High,All,Yes,None,Large
419,Composite,Outdoor,7.1,18.1,Automatic,Simple Latch,Industrial,Low,Cold,No,None,Medium
420,Wood,Indoor,7.8,8.5,Automatic,Advanced Lock,Commercial,Medium,Cold,Yes,Underground,Small
421,Wood,Indoor,5.9,9.9,Folding,Standard Lock,Residential,Medium,Cold,No,None,None
422,Wood,Outdoor,7.2,16.7,Folding,Standard Lock,Residential,Medium,Cold,No,None,Large
423,Wood,Indoor,8.0,13.1,Swinging,Standard Lock,Commercial,Medium,All,No,None,Large
424,Glass,Indoor,6.6,12.3,Swinging,Simple Latch,Commercial,Low,All,Yes,Underground,Small
425,Composite,Indoor,8.9,18.8,Swinging,Advanced Lock,Commercial,High,Cold,No,Underground,None
426,Metal,Outdoor,9.2,12.1,Folding,Reinforced,Industrial,High,Humid,Yes,Overhead,Medium
427,Metal,Indoor,6.6,11.8,Swinging,Reinforced,Commercial,Low,All,Yes,None,Large
428,Composite,Outdoor,9.2,3.7,Folding,Advanced Lock,Residential,Medium,Cold,No,None,Large
429,Metal,Outdoor,5.5,4.2,Folding,Reinforced,Residential,High,Hot,Yes,Underground,Large
430,Composite,Indoor,9.2,3.1,Sliding,Advanced Lock,Commercial,Medium,Humid,No,None,Medium
431,Metal,Indoor,5.8,18.5,Swinging,Standard Lock,Industrial,High,All,No,Overhead,Large
432,Wood,Indoor,5.4,9.9,Sliding,Standard Lock,Industrial,Medium,Humid,No,None,Small
433,Metal,Indoor,8.2,11.0,Sliding,Simple Latch,Residential,Low,Cold,No,Underground,None
434,Composite,Outdoor,7.4,17.4,Swinging,Standard Lock,Industrial,Medium,Hot,Yes,None,Large
435,Composite,Indoor,9.5,13.4,Folding,Simple Latch,Commercial,Medium,Hot,Yes,Overhead,None
436,Composite,Outdoor,6.8,13.4,Folding,Reinforced,Industrial,Low,Cold,Yes,Overhead,Small
437,Composite,Outdoor,6.4,8.0,Folding,Reinforced,Industrial,Low,Humid,No,Underground,None
438,Composite,Outdoor,7.5,17.2,Swinging,Standard Lock,Residential,Medium,All,Yes,Overhead,Small
439,Glass,Outdoor,7.3,5.8,Folding,Advanced Lock,Residential,Medium,Cold,Yes,None,None
440,Glass,Outdoor,6.7,3.9,Sliding,Reinforced,Residential,Medium,Humid,No,Overhead,Medium
441,Metal,Indoor,8.5,6.3,Automatic,Reinforced,Industrial,High,Cold,No,Overhead,Medium
442,Composite,Outdoor,8.8,7.6,Swinging,Reinforced,Residential,Medium,Hot,No,Underground,None
443,Metal,Outdoor,9.3,7.8,Automatic,Advanced Lock,Residential,High,All,Yes,Overhead,Large
444,Composite,Indoor,9.9,14.4,Sliding,Standard Lock,Industrial,High,Cold,No,Underground,None
445,Composite,Indoor,6.3,6.7,Automatic,Simple Latch,Industrial,High,Hot,Yes,None,Small
446,Glass,Outdoor,8.6,14.5,Sliding,Advanced Lock,Industrial,Low,Cold,No,Overhead,None
447,Glass,Outdoor,7.0,4.5,Automatic,Advanced Lock,Commercial,Low,Hot,No,None,Small
448,Wood,Indoor,8.4,5.5,Automatic,Reinforced,Commercial,High,Hot,Yes,None,Medium
449,Glass,Outdoor,7.4,11.6,Folding,Simple Latch,Industrial,High,All,Yes,Overhead,Large
450,Wood,Indoor,10.0,18.7,Automatic,Advanced Lock,Residential,High,Hot,Yes,Overhead,Large
451,Wood,Indoor,8.6,17.6,Sliding,Reinforced,Industrial,Low,All,No,Underground,Small
452,Wood,Outdoor,9.8,19.5,Sliding,Advanced Lock,Commercial,Low,All,Yes,Overhead,Large
453,Wood,Indoor,9.2,14.1,Sliding,Reinforced,Residential,Low,Hot,Yes,Underground,None
454,Wood,Outdoor,9.5,14.5,Swinging,Simple Latch,Commercial,High,Hot,No,Overhead,Large
455,Metal,Outdoor,9.1,13.6,Sliding,Simple Latch,Commercial,High,All,Yes,Overhead,None
456,Glass,Outdoor,7.3,13.6,Swinging,Reinforced,Commercial,Medium,Cold,No,Overhead,Small
457,Wood,Indoor,6.3,5.5,Sliding,Standard Lock,Commercial,Medium,Cold,No,Overhead,None
458,Composite,Outdoor,6.9,12.2,Swinging,Advanced Lock,Residential,Low,Cold,No,Overhead,Medium
459,Glass,Indoor,5.1,9.6,Automatic,Standard Lock,Industrial,Low,Humid,Yes,Underground,None
460,Glass,Outdoor,7.6,10.5,Automatic,Advanced Lock,Residential,Medium,Hot,Yes,Overhead,Large
461,Wood,Outdoor,7.5,11.9,Sliding,Simple Latch,Industrial,Low,All,No,Underground,Medium
462,Metal,Indoor,7.6,5.2,Swinging,Advanced Lock,Industrial,High,Humid,Yes,Underground,Large
463,Wood,Outdoor,9.9,9.1,Folding,Reinforced,Residential,Medium,Hot,No,Overhead,Medium
464,Metal,Outdoor,9.6,4.1,Folding,Reinforced,Industrial,High,All,No,Overhead,Large
465,Composite,Indoor,5.8,19.7,Folding,Reinforced,Residential,Medium,Hot,No,Overhead,Large
466,Glass,Indoor,6.8,5.0,Automatic,Standard Lock,Residential,Medium,Cold,No,Underground,Large
467,Composite,Indoor,7.1,7.4,Automatic,Simple Latch,Industrial,Low,Humid,Yes,None,Large
468,Metal,Outdoor,6.8,18.2,Swinging,Simple Latch,Industrial,High,All,No,None,None
469,Metal,Indoor,9.0,11.2,Sliding,Simple Latch,Commercial,High,Hot,Yes,Underground,None
470,Composite,Indoor,7.6,5.3,Automatic,Reinforced,Industrial,High,All,No,Overhead,Large
471,Metal,Outdoor,7.9,9.5,Sliding,Simple Latch,Industrial,High,All,No,Overhead,Small
472,Composite,Indoor,9.3,5.0,Folding,Standard Lock,Industrial,Low,All,No,Underground,Large
473,Glass,Outdoor,9.0,6.4,Folding,Standard Lock,Residential,High,Cold,No,Overhead,Small
474,Composite,Outdoor,5.7,3.9,Sliding,Standard Lock,Commercial,Low,All,No,Underground,Large
475,Glass,Indoor,8.6,10.4,Swinging,Reinforced,Commercial,Medium,Humid,No,Overhead,Medium
476,Composite,Outdoor,7.2,16.7,Folding,Advanced Lock,Residential,High,Humid,Yes,Overhead,None
477,Metal,Indoor,6.5,13.0,Swinging,Simple Latch,Industrial,Low,Hot,Yes,Underground,Medium
478,Composite,Indoor,5.3,13.3,Folding,Standard Lock,Industrial,Medium,Hot,Yes,None,Medium
479,Metal,Indoor,7.4,6.4,Automatic,Advanced Lock,Residential,High,All,Yes,None,None
480,Composite,Indoor,6.8,8.8,Folding,Advanced Lock,Commercial,High,Cold,Yes,None,None
481,Composite,Outdoor,6.3,17.4,Swinging,Standard Lock,Residential,Low,Humid,No,Overhead,Small
482,Wood,Outdoor,8.5,4.5,Automatic,Standard Lock,Residential,Medium,All,Yes,None,Small
483,Metal,Indoor,8.8,17.6,Folding,Simple Latch,Industrial,Medium,Humid,Yes,None,Medium
484,Wood,Indoor,6.2,11.2,Automatic,Simple Latch,Residential,Medium,Hot,No,None,Small
485,Metal,Outdoor,5.2,17.2,Automatic,Advanced Lock,Residential,Medium,Cold,No,None,Medium
486,Wood,Indoor,9.2,8.4,Folding,Advanced Lock,Residential,High,Humid,No,None,Large
487,Glass,Outdoor,5.0,8.8,Sliding,Advanced Lock,Industrial,Medium,Hot,No,None,Large
488,Composite,Indoor,9.7,15.8,Sliding,Reinforced,Industrial,Low,Humid,Yes,Underground,Large
489,Metal,Outdoor,8.1,16.3,Swinging,Advanced Lock,Commercial,Low,All,Yes,None,None
490,Metal,Outdoor,6.6,6.9,Swinging,Reinforced,Commercial,High,Humid,Yes,Overhead,Large
491,Composite,Outdoor,6.2,19.5,Folding,Simple Latch,Commercial,Low,Humid,Yes,Underground,Small
492,Metal,Indoor,5.0,4.4,Automatic,Advanced Lock,Industrial,High,All,No,Overhead,Medium
493,Metal,Indoor,6.2,4.2,Automatic,Simple Latch,Commercial,Medium,Cold,Yes,None,Small
494,Wood,Indoor,5.7,13.1,Sliding,Advanced Lock,Residential,High,Cold,No,None,Medium
495,Metal,Indoor,8.1,15.3,Sliding,Simple Latch,Commercial,Medium,All,Yes,None,Large
496,Glass,Indoor,5.8,19.3,Automatic,Advanced Lock,Residential,Low,Cold,No,Overhead,None
497,Glass,Outdoor,7.6,9.9,Automatic,Reinforced,Commercial,High,Cold,No,None,Medium
498,Composite,Outdoor,8.0,3.4,Swinging,Standard Lock,Industrial,Medium,All,Yes,None,Small
499,Metal,Outdoor,6.5,13.2,Automatic,Simple Latch,Residential,High,Humid,Yes,None,Medium
500,Composite,Outdoor,5.2,7.9,Automatic,Simple Latch,Residential,Medium,Cold,Yes,None,Large
501,Glass,Outdoor,5.2,10.4,Folding,Standard Lock,Industrial,High,Hot,No,None,None
502,Metal,Outdoor,5.1,11.3,Automatic,Advanced Lock,Residential,High,Hot,Yes,None,Small
503,Metal,Outdoor,8.7,4.1,Sliding,Reinforced,Commercial,High,All,No,Underground,Small
504,Composite,Indoor,6.6,11.3,Sliding,Reinforced,Industrial,High,Hot,Yes,None,Medium
505,Glass,Outdoor,9.0,10.2,Swinging,Reinforced,Residential,Medium,Hot,Yes,Underground,Large
